scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Chamaecrista ramosa,Fabaceae,Chamaecrista ramosa var. erythrocalyx (Benth.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista ramosa var. erythrocalyx,(Benth.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Benth.) H.S. Irwin & Barneby,-18.2775,-43.685,2011-10-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Humiria balsamifera,Humiriaceae,Humiria balsamifera,Humiriaceae,Humiria balsamifera,Aubl.,flowering plants,Accepted,Humiriaceae,Aubl.,-12.459444,-37.941111,2008-07-22,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Eschweilera grandiflora,Lecythidaceae,Lecythidaceae Eschweilera grandiflora,Lecythidaceae,Eschweilera grandiflora,(Aubl.) Sandwith,flowering plants,Accepted,Lecythidaceae,(Aubl.) Sandwith,-1.70781,-51.45916,2009-10-18,TEAM,Caxiuanã,Fernanda Santos,,,36,1
,Cyperaceae,Scleria P.J.Bergius,Cyperaceae,Scleria,P.J. Bergius,flowering plants,Accepted,Cyperaceae,P.J. Bergius,-23.42,-45.42,2000-04-21,GBIF,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,2472,1
,Salicaceae,Casearia,Salicaceae,Casearia,Jacq.,flowering plants,Accepted,Salicaceae,Jacq.,,,2007-10-13,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Thelypteris vivipara,Thelypteridaceae,Thelypteris vivipara (Raddi) C.Reed,Thelypteridaceae,Thelypteris vivipara,(Raddi) C.F. Reed,ferns and allies,Accepted,Thelypteridaceae,(Raddi) C.F. Reed,,,2004-12-10,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
,Rubiaceae,Spermacoce Dill. ex L.,Rubiaceae,Spermacoce,,flowering plants,Accepted,Rubiaceae,,-22.8,-48.284722,1986-02-18,GBIF,"Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP",BOTU,2238,1
Sophora tomentosa,Fabaceae,Sophora tomentosa L.,Fabaceae,Sophora tomentosa,L.,flowering plants,Accepted,Fabaceae,L.,-14.27778,-38.99667,1992-12-14,NY,NY,NY,NY,Herbarium,104,1
,Blechnaceae,Parablechnum cordatum (Desv.) Gasper & Salino,Blechnaceae,Parablechnum,,ferns and allies,Accepted,Blechnaceae,,-26.910278,-49.411389,2010-03-30,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Psyllocarpus laricoides,Rubiaceae,Psyllocarpus laricoides Mart. & Zucc.,Rubiaceae,Psyllocarpus laricoides,Mart. & Zucc.,flowering plants,Accepted,Rubiaceae,Mart. & Zucc.,-19.247222,-43.511667,2007-05-30,GBIF,USP,USP,USP,SPF,3527,1
,Asteraceae,Asteraceae,Asteraceae,Asteraceae,Bercht. & J. Presl,flowering plants,Accepted,Asteraceae,Bercht. & J. Presl,-15.173611,-39.341667,2006-09-24,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,Juss.,flowering plants,Accepted,Myrtaceae,Juss.,-20.694336,-42.397253,2016-09-09,GBIF,Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),CESJ,2728,1
,Convolvulaceae,Evolvulus L.,Convolvulaceae,Evolvulus,L.,flowering plants,Accepted,Convolvulaceae,L.,-9.6225,-40.914167,2009-07-25,GBIF,IAC,IAC,IAC,IAC,3493,1
,Melastomataceae,Henriettea DC.,Melastomataceae,Henriettea,DC.,flowering plants,Accepted,Melastomataceae,DC.,-4,-55.06667,1976-02-07,GBIF,MNHN,MNHN,MNHN,P,3541,1
Axonopus compressus,Poaceae,Axonopus compressus (Sw.) P.Beauv.,Poaceae,Axonopus compressus,(Sw.) P. Beauv.,flowering plants,Accepted,Poaceae,(Sw.) P. Beauv.,-0.914667,-46.682056,2007-06-24,GBIF,Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),HBRA,1766,1
,Pentaphylacaceae,Ternstroemia L.f.,Pentaphylacaceae,Ternstroemia,Mutis ex L. f.,flowering plants,Accepted,Pentaphylacaceae,Mutis ex L. f.,-12.450833,-41.418611,1995-02-06,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
,Polypodiaceae,Polypodium L.,Polypodiaceae,Polypodium,L.,ferns and allies,Accepted,Polypodiaceae,L.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Trichilia catigua,Meliaceae,Trichilia catigua A.Juss.,Meliaceae,Trichilia catigua,A. Juss.,flowering plants,Accepted,Meliaceae,A. Juss.,-22.642375,-52.839722,2009-09-12,GBIF,UEM,UEM,UEM,HUEM,2180,1
,Nyctaginaceae,Guapira Aubl.,Nyctaginaceae,Guapira,Aubl.,flowering plants,Accepted,Nyctaginaceae,Aubl.,-20.451967,-55.496953,2014-11-24,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
Phyllostylon rhamnoides,Ulmaceae,Phyllostylon brasiliensis,Ulmaceae,Phyllostylon brasiliensis,Capan. ex Benth. & Hook.f.,flowering plants,Accepted,Ulmaceae,(J.Poiss.) Taub.,-7.931083,-37.190694,2010-01-13,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Chamaecrista decora,Leguminosae,Chamaecrista decora,Fabaceae,Chamaecrista decora,"(H.S. Irwin & Barneby) Conc., L.P. Queiroz & G.P. Lewis",flowering plants,Accepted,Fabaceae,"(H.S. Irwin & Barneby) Conc., L.P. Queiroz & G.P. Lewis",-18.148056,-43.614722,2004-09-20,SpeciesLink,IBt,IBt,IBt,SP,971,1
Microgramma vacciniifolia,Polypodiaceae,Microgramma vaccinifolia (Langsd. & Fisch.) Copel.,Polypodiaceae,Microgramma vacciniifolia,(Langsd. & Fisch.) Copel.,ferns and allies,Accepted,Polypodiaceae,(Langsd. & Fisch.) Copel.,-8.710278,-35.833611,2003-03-26,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Ternstroemia alnifolia,Pentaphylacaceae,Ternstroemia alnifolia Wawra,Pentaphylacaceae,Ternstroemia alnifolia,Wawra,flowering plants,Accepted,Pentaphylacaceae,Wawra,-13.866667,-42.316667,1993-08-25,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Rhynchospora nervosa,Cyperaceae,Rhynchospora nervosa Boeckeler,Cyperaceae,Rhynchospora nervosa,(Vahl) Boeckeler,flowering plants,Accepted,Cyperaceae,(Vahl) Boeckeler,-12.765556,-39.428333,2016-02-23,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Cyperaceae,Calyptrocarya Nees,Cyperaceae,Calyptrocarya,Nees,flowering plants,Accepted,Cyperaceae,Nees,-6.833889,-47.534722,2008-04-19,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Symphyopappus decussatus,Asteraceae,Symphyopappus decussatus Turcz.,Asteraceae,Symphyopappus decussatus,Turcz.,flowering plants,Accepted,Asteraceae,Turcz.,-10.773109,-53.08982,,GBIF,NHMUK,NHMUK,NHMUK,BOT,2075,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,1987-11-02,GBIF,IEPA,IEPA,IEPA,HAMAB,1758,1
Psychotria myriantha,Rubiaceae,Psychotria myriantha Müll.Arg.,Rubiaceae,Psychotria myriantha,Müll. Arg.,flowering plants,Accepted,Rubiaceae,Müll. Arg.,,,,GBIF,F,F,F,Botany,3567,1
Guapira hirsuta,Nyctaginaceae,Guapira hirsuta (Choisy) Lundell,Nyctaginaceae,Guapira hirsuta,(Choisy) Lundell,flowering plants,Accepted,Nyctaginaceae,(Choisy) Lundell,-19.15525,-57.589472,2013-12-12,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Turnera scabra,Turneraceae,Turnera scabra Millsp.,Passifloraceae,Turnera scabra,Millsp.,flowering plants,Accepted,Passifloraceae,Millsp.,-8.35,-36.333333,1984-06-06,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Prunus myrtifolia,Rosaceae,Prunus myrtifolia (L.) Urb.,Rosaceae,Prunus myrtifolia,(L.) Urb.,flowering plants,Accepted,Rosaceae,(L.) Urb.,-15.6225,-42.191667,1980-10-21,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Bartramiaceae,Bartramiaceae,Bartramiaceae,Bartramiaceae,Schwägr.,bryophytes,Accepted,Bartramiaceae,Schwägr.,-24.251111,-49.705833,1983-01-12,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Heterocondylus grandis,Asteraceae,Heterocondylus grandis (Sch. Bip. ex Baker) R. M. King & H. Rob.,Asteraceae,Heterocondylus grandis,(Sch. Bip. ex Baker) R.M. King & H. Rob.,flowering plants,Accepted,Asteraceae,(Sch. Bip. ex Baker) R.M. King & H. Rob.,-15.77972,-47.92944,1966-02-04,NY,NY,NY,NY,Herbarium,104,1
Mikania glomerata,Asteraceae,Mikania glomerata Spreng.,Asteraceae,Mikania glomerata,Spreng.,flowering plants,Accepted,Asteraceae,Spreng.,-21.683333,-47.566667,2002-09-09,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Eschweilera grandiflora,Lecythidaceae,Eschweilera grandiflora (Aubl.) Sandwith,Lecythidaceae,Eschweilera grandiflora,(Aubl.) Sandwith,flowering plants,Accepted,Lecythidaceae,(Aubl.) Sandwith,-2.426872,-60.297158,2011-06-09,GBIF,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)",EAFM,1566,1
Centrosema coriaceum,Fabaceae,Centrosema coriaceum Benth.,Fabaceae,Centrosema coriaceum,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-19.503056,-43.384444,2012-11-13,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Cyperus haspan,Cyperaceae,Cyperus haspan L.,Cyperaceae,Cyperus haspan,L.,flowering plants,Accepted,Cyperaceae,L.,,,2007-08-23,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
,Gleicheniaceae,Gleicheniaceae,Gleicheniaceae,Gleicheniaceae,C. Presl,ferns and allies,Accepted,Gleicheniaceae,C. Presl,-25.388194,-49.002472,2014-02-24,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Miconia collatata,Melastomataceae,Miconia collatata Wurdack,Melastomataceae,Miconia collatata,Wurdack,flowering plants,Accepted,Melastomataceae,Wurdack,-11.2,-63.05,1984-06-15,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Baccharis sessiliflora,Asteraceae,Baccharis sessiliflora Vahl,Asteraceae,Baccharis sessiliflora,Vahl,flowering plants,Accepted,Asteraceae,Vahl,-20.099444,-43.901389,2013-04-09,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Schinus terebinthifolia,Anacardiaceae,Schinus terebinthifolia Raddi,Anacardiaceae,Schinus terebinthifolia,Raddi,flowering plants,Accepted,Anacardiaceae,Raddi,-24.762083,-52.133417,2016-07-02,GBIF,UFMT,UFMT,UFMT,UFMT,3531,1
Tibouchina gracilis,Melastomataceae,Tibouchina gracilis (Bonpl.) Cogn.,Melastomataceae,Tibouchina gracilis,(Bonpl.) Cogn.,flowering plants,Accepted,Melastomataceae,(Bonpl.) Cogn.,-22.056549,-44.677843,2014-03-05,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Cyathea corcovadensis,Cyatheaceae,Cyathea corcovadensis Domin,Cyatheaceae,Cyathea corcovadensis,(Raddi) Domin,ferns and allies,Accepted,Cyatheaceae,(Raddi) Domin,,,2008-11-01,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB-SL,2515,1
Juncus tenuis,Juncaceae,Juncus tenuis Willd. var. dichotomus (Elliott) Alph. Wood,Juncaceae,Juncus tenuis var. dichotomus,(Elliott) Alph. Wood,flowering plants,Accepted,Juncaceae,(Elliott) Alph. Wood,-23.09028,-48.91972,1894-10-26,NY,NY,NY,NY,Herbarium,104,1
Ditaxis gardneri,Euphorbiaceae,Ditaxis gardneri Pax & K.Hoffm.,Euphorbiaceae,Ditaxis gardneri,(Müll. Arg.) Pax & K. Hoffm.,flowering plants,Accepted,Euphorbiaceae,(Müll. Arg.) Pax & K. Hoffm.,-11.933333,-38.95,1992-12-29,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Urvillea ulmacea,Sapindaceae,Urvillea ulmacea Kunth,Sapindaceae,Urvillea ulmacea,Kunth,flowering plants,Accepted,Sapindaceae,Kunth,-15.15861111,-39.52888889,1999-04-23,NY,NY,NY,NY,Herbarium,104,1
Indigofera suffruticosa,Fabaceae,Indigofera suffruticosa Mill.,Fabaceae,Indigofera suffruticosa,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-10.8339,-52.8731,1914-08-27,GBIF,F,F,F,Botany,3567,1
,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-12.570277,-50.914166,,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Myrcia splendens,Myrtaceae,Myrcia splendens DC.,Myrtaceae,Myrcia splendens,(Sw.) DC.,flowering plants,Accepted,Myrtaceae,(Sw.) DC.,-9.480278,-44.715278,2011-09-30,GBIF,UnB,UnB,UnB,UB,3120,1
,Myrtaceae,Myrcia DC.,Myrtaceae,Myrcia,DC.,flowering plants,Accepted,Myrtaceae,DC.,-11.385528,-37.425861,1995-09-15,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Dioclea bicolor,Fabaceae,Dioclea bicolor Benth.,Fabaceae,Dioclea bicolor,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-2.478333,-54.901944,2014-05-28,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Commelinaceae,Commelina L.,Commelinaceae,Commelina,L.,flowering plants,Accepted,Commelinaceae,L.,-6.717694,-40.280556,1997-04-09,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
Pharus lappulaceus,Poaceae,Pharus lappulaceus Aubl.,Poaceae,Pharus lappulaceus,Aubl.,flowering plants,Accepted,Poaceae,Aubl.,-21.141944,-56.590556,2000-12-15,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
Lippia origanoides,Verbenaceae,Lippia origanoides Kunth,Verbenaceae,Lippia origanoides,Kunth,flowering plants,Accepted,Verbenaceae,Kunth,-19.094444,-50.851667,2009-03-06,GBIF,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),HJ,1627,1
Sorocea hilarii,Moraceae,Sorocea hilarii Gaudich.,Moraceae,Sorocea hilarii,Gaudich.,flowering plants,Accepted,Moraceae,Gaudich.,-7.783333,-35.016667,2008-03-08,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Cnidoscolus vitifolius,Euphorbiaceae,Cnidoscolus vitifolius Pohl,Euphorbiaceae,Cnidoscolus vitifolius,(Mill.) Pohl,flowering plants,Accepted,Euphorbiaceae,(Mill.) Pohl,-10.366667,-41.316667,1999-04-10,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Asteraceae,Baccharis,Asteraceae,Baccharis,L.,flowering plants,Accepted,Asteraceae,L.,-13.264167,-41.443611,2009-10-10,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Eugenia pisiformis,Myrtaceae,Eugenia pisiformis Cambess.,Myrtaceae,Eugenia pisiformis,Cambess.,flowering plants,Accepted,Myrtaceae,Cambess.,,,2011-09-11,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Godmania dardanoi,Bignoniaceae,Godmania dardanoi (J.C.Gomes) A.H.Gentry,Bignoniaceae,Godmania dardanoi,(J.C. Gomes) A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(J.C. Gomes) A.H. Gentry,-9.577778,-43.068333,2002-08-31,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Paramachaerium schomburgkii,Fabaceae,Pterocarpus kuhlmanni Ducke,Fabaceae,Pterocarpus kuhlmanni,Ducke,flowering plants,Accepted,Fabaceae,(Benth.)Ducke,-10.8339,-52.8731,1913-01-01,GBIF,F,F,F,Botany,3567,1
,Dryopteridaceae,Elaphoglossum Schott ex J.Sm.,Dryopteridaceae,Elaphoglossum,Schott ex J. Sm.,ferns and allies,Accepted,Dryopteridaceae,Schott ex J. Sm.,-13.6,-39.783333,1992-05-15,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,LEGUMINOSAE CAESALPINIOIDEAE,Chamaecrista nictitans (Britton) A.Barreto & Yakovlev,,Leguminosae,,flowering plants,Accepted,,,-22.535,-43.4258334,2007-03-15,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Martiodendron mediterraneum,Fabaceae,Martiodendron mediterraneum (Mart. ex Benth.) Köppen,Fabaceae,Martiodendron mediterraneum,(Mart. ex Benth.) R. Koeppen,flowering plants,No opinion,Fabaceae,(Mart. ex Benth.) R. Koeppen,-5.544167,-45.266389,2015-10-05,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Eriope latifolia,Lamiaceae,Eriope latifolia,Lamiaceae,Eriope latifolia,(Mart. ex Benth.) Harley,flowering plants,Accepted,Lamiaceae,(Mart. ex Benth.) Harley,-11.166667,-40,1980-08-23,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Unonopsis stipitata,Annonaceae,Unonopsis stipitata,Annonaceae,Unonopsis stipitata,Diels,flowering plants,Accepted,Annonaceae,Diels,0.916667,-67.216667,1987-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
,Malvaceae,Malvaceae,Malvaceae,Malvaceae,Juss.,flowering plants,Accepted,Malvaceae,Juss.,-12.941944,-46.933611,2015-03-08,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
Aniba puchury-minor,Lauraceae,Aniba puchury-minor (Mart.) Mez,Lauraceae,Aniba puchury-minor,(Mart.) Mez,flowering plants,Accepted,Lauraceae,(Mart.) Mez,-10.94167,-69.56667,,NY,NY,NY,NY,Herbarium,104,1
,Fabaceae,Fabaceae,Fabaceae,Fabaceae,Lindl.,flowering plants,Accepted,Fabaceae,Lindl.,-20.12,-44.340972,2008-01-15,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
,Rubiaceae,Mitracarpus,Rubiaceae,Mitracarpus,Zucc.,flowering plants,Accepted,Rubiaceae,Zucc.,-15.7797,-47.9297,1972-04-14,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Posoqueria latifolia,Rubiaceae,Posoqueria latifolia subsp. gracilis (Rudge) Steyerm.,Rubiaceae,Posoqueria latifolia subsp. gracilis,(Rudge) Steyerm.,flowering plants,Accepted,Rubiaceae,(Rudge) Steyerm.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Leiothrix schlechtendalii,Eriocaulaceae,Leiothrix schlechtendalii Ruhland,Eriocaulaceae,Leiothrix schlechtendalii,Ruhland,flowering plants,Accepted,Eriocaulaceae,Ruhland,-13,-41.38,1994-02-20,GBIF,K,K,K,Herbarium,3716,1
Pourouma guianensis,Urticaceae,Pourouma guianensis Aubl.,Urticaceae,Pourouma guianensis,Aubl.,flowering plants,Accepted,Urticaceae,Aubl.,-16.333333,-39.133333,2010-05-01,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Solanum rufescens,Solanaceae,Solanum rufescens Sendtn.,Solanaceae,Solanum rufescens,Sendtn.,flowering plants,Accepted,Solanaceae,Sendtn.,-23.583333,-46.7,,GBIF,UnB,UnB,UnB,UB,3120,1
Crescentia amazonica,BIGNONIACEAE,Crescentia amazonica,Bignoniaceae,Crescentia amazonica,Ducke,flowering plants,Accepted,Bignoniaceae,Ducke,-3.45,-68.8,,SpeciesLink,FundaciÃ³n Puerto Rastrojo Â- ColÃ´mbia,FundaciÃ³n Puerto Rastrojo Â- ColÃ´mbia,FundaciÃ³n Puerto Rastrojo Â- ColÃ´mbia,FPR-Colombia,220,1
Syrrhopodon cryptocarpus,Calymperaceae,"Syrrhopodon cryptocarpus Dozy & Molkenboer, 1854",Calymperaceae,Syrrhopodon cryptocarpus,Dozy & Molk.,bryophytes,Accepted,Calymperaceae,Dozy & Molk.,-1.833333,-52,2010-05-06,GBIF,Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),HBRA,1766,1
Exellodendron coriaceum,Chrysobalanaceae,Exellodendron coriaceum,Chrysobalanaceae,Exellodendron coriaceum,(Benth.) Prance,flowering plants,Accepted,Chrysobalanaceae,(Benth.) Prance,0.7,-63.366667,1985-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
,,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,-25.361639,-50.915306,2013-07-07,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Hypolepis rugosula,Dennstaedtiaceae,Hypolepis rugosula subsp. pradoana Schwartsburd,Dennstaedtiaceae,Hypolepis rugosula subsp. pradoana,Schwartsb.,ferns and allies,No opinion,Dennstaedtiaceae,Schwartsb.,-22.461667,-43.030556,2011-01-07,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Astrocaryum vulgare,Arecaceae,Astrocaryum vulgare Mart.,Arecaceae,Astrocaryum vulgare,Mart.,flowering plants,Accepted,Arecaceae,Mart.,-15.897472,-56.021306,2005-11-17,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
,Malvaceae,Ayenia L.,Malvaceae,Ayenia,L.,flowering plants,Accepted,Malvaceae,L.,-12.939722,-41.475278,1997-02-15,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Pseudobombax grandiflorum,Malvaceae,Pseudobombax grandiflorum (Cav.) A.Robyns,Malvaceae,Pseudobombax grandiflorum,(Cav.) A. Robyns,flowering plants,Accepted,Malvaceae,(Cav.) A. Robyns,-18.776944,-40.443889,2008-07-17,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
,Euphorbiaceae,Microstachys A.Juss.,Euphorbiaceae,Microstachys,A. Juss.,flowering plants,Accepted,Euphorbiaceae,A. Juss.,-13.530278,-41.862778,2004-12-25,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Duguetia furfuracea,Annonaceae,Duguetia furfuracea (A.St.-Hil.) Saff.,Annonaceae,Duguetia furfuracea,(A. St.-Hil.) Saff.,flowering plants,Accepted,Annonaceae,(A. St.-Hil.) Saff.,-15.65,-57.216667,2011-05-18,GBIF,UFMT,UFMT,UFMT,UFMT,3531,1
,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,Juss.,flowering plants,Accepted,Caryophyllaceae,Juss.,-29.663633,-55.3957,2010-02-25,GBIF,IAP,IAP,IAP,PACA-AGP,1722,1
,Gesneriaceae,"Sinningia ramboi G.E.Ferreira, Waechter & Chautems",Gesneriaceae,Sinningia,Nees,flowering plants,Accepted,Gesneriaceae,Nees,-29.0625,-49.956389,2012-11-14,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Declieuxia tenuiflora,Rubiaceae,Declieuxia tenuiflora,Rubiaceae,Declieuxia tenuiflora,(Willd. ex Roem. & Schult.) Steyerm. & J.H. Kirkbr.,flowering plants,Accepted,Rubiaceae,(Willd. ex Roem. & Schult.) Steyerm. & J.H. Kirkbr.,-18.593333,-39.732222,1992-03-25,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
,Asteraceae,Asteraceae,Asteraceae,Asteraceae,Bercht. & J. Presl,flowering plants,Accepted,Asteraceae,Bercht. & J. Presl,-22.5825,-50.361111,2017-01-13,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Heteropsis flexuosa,Araceae,Heteropsis jenmanii Oliv.,Araceae,Heteropsis jenmanii,Oliv.,flowering plants,Accepted,Araceae,(Kunth) G.S. Bunting,-6.136111,-51.575464,2009-07-09,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Hymenophyllum polyanthos,Hymenophyllaceae,Hymenophyllum polyanthos Sw.,Hymenophyllaceae,Hymenophyllum polyanthos,Sw.,ferns and allies,Accepted,Hymenophyllaceae,Sw.,-29.4625,-50.615833,2004-05-27,GBIF,IAP,IAP,IAP,PACA-AGP,1722,1
,Marantaceae,Monotagma K.Schum.,Marantaceae,Monotagma,K. Schum.,flowering plants,Accepted,Marantaceae,K. Schum.,-5.7,-67.7,2000-06-05,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Cereus jamacaru,Cactaceae,Cereus jamacaru subsp. jamacaru,Cactaceae,Cereus jamacaru subsp. jamacaru,,flowering plants,Accepted,Cactaceae,,,,1900-01-01,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
