scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Macromitrium guatemalense,Orthotrichaceae,"Macromitrium guatemalense C.Müller, 1851",Orthotrichaceae,Macromitrium guatemalense,Müll. Hal.,bryophytes,Accepted,Orthotrichaceae,Müll. Hal.,-25.208333,-50.691667,1977-09-11,GBIF,IBUNAM,IBUNAM,IBUNAM,MEXU,2644,1
Merremia umbellata,Convolvulaceae,Merremia umbellata (L.) Hall.fil.,Convolvulaceae,Merremia umbellata,(L.) Hallier f.,flowering plants,Accepted,Convolvulaceae,(L.) Hallier f.,-9.524722,-36.213889,2012-11-01,GBIF,IMA,IMA,IMA,MAC,2458,1
NA,Ehretiaceae,Cordia L.,Boraginaceae,Cordia,L.,flowering plants,Accepted,Boraginaceae,L.,-9.162222,-64.195555,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Zornia myriadena,Fabaceae,Zornia myriadena Benth.,Fabaceae,Zornia myriadena,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-12.83,-41.32,1977-02-12,GBIF,K,K,K,Herbarium,3716,1
NA,MYRTACEAE,Myrceugenia,Myrtaceae,Myrceugenia,O. Berg,flowering plants,Accepted,Myrtaceae,O. Berg,-22.45,-42.9833333,2006-11-21,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
NA,Cannabaceae,Celtis L.,Cannabaceae,Celtis,L.,flowering plants,Accepted,Cannabaceae,L.,-9.979444,-66.801389,2003-10-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Naucleopsis pseudonaga,Moraceae,Naucleopsis pseudonaga (Mildbr.) C.C. Berg,Moraceae,Naucleopsis pseudonaga,(Mildbr.) C.C. Berg,flowering plants,Accepted,Moraceae,(Mildbr.) C.C. Berg,-8.34527,-71.19944,1995-11-16,MO,MO,MO,MO,NA,280,1
Bernardinia fluminensis,Connaraceae,Bernardinia fluminensis (Gardn.) Planch.,Connaraceae,Bernardinia fluminensis,(Gardner) Planch.,flowering plants,Accepted,Connaraceae,(Gardner) Planch.,-1.916667,-47.778333,2016-10-01,GBIF,UEPA,UEPA,UEPA,MFS,1490,1
Lejeunea controversa,Lejeuneaceae,Lejeunea controversa Gottsche,Lejeuneaceae,Lejeunea controversa,Gottsche,bryophytes,Accepted,Lejeuneaceae,Gottsche,-16.379722,-39.172222,1999-06-10,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Stachyarrhena spicata,Rubiaceae,Rubiaceae Stachyarrhena spicata,Rubiaceae,Stachyarrhena spicata,Hook. f.,flowering plants,Accepted,Rubiaceae,Hook. f.,-1.78128,-51.59084,2007-11-25,TEAM,Caxiuanã,Fernanda Santos,NA,NA,36,1
Chromolaena maximilianii,Asteraceae,Chromolaena maximilianii (Schrad. ex DC.) R.M.King & H.Rob.,Asteraceae,Chromolaena maximilianii,(generic SCHRADER ex DC.) R.M. King & H. Rob.,flowering plants,Accepted,Asteraceae,(generic SCHRADER ex DC.) R.M. King & H. Rob.,-15.283333,-39.066667,1999-04-03,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Donnellia commutata,Sematophyllaceae,"Donnellia commutata W.R.Buck, 1988",Sematophyllaceae,Donnellia commutata,(Müll. Hal.) W.R. Buck,flowering plants,Accepted,Sematophyllaceae,(Müll. Hal.) W.R. Buck,-15.663167,-47.727333,2009-04-20,GBIF,UnB,UnB,UnB,UB,3120,1
Eleocharis capillacea,Cyperaceae,Eleocharis capillacea Kunth,Cyperaceae,Eleocharis capillacea,Kunth,flowering plants,Accepted,Cyperaceae,Kunth,-17.024167,-48.801389,2008-11-04,GBIF,UFG,UFG,UFG,UFG,3801,1
Declieuxia fruticosa,Rubiaceae,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,flowering plants,Accepted,Rubiaceae,(Willd. ex Roem. & Schult.) Kuntze,-22.75,-48.416667,1974-10-24,GBIF,UnB,UnB,UnB,UB,3120,1
Sauvagesia elegantissima,Ochnaceae,Sauvagesia elegantissima A.St.-Hil.,Ochnaceae,Sauvagesia elegantissima,A. St.-Hil.,flowering plants,Accepted,Ochnaceae,A. St.-Hil.,-16.6,-42.966667,1960-08-17,GBIF,UnB,UnB,UnB,UB,3120,1
Pagamea plicata,Rubiaceae,Pagamea plicata Spruce ex Benth.,Rubiaceae,Pagamea plicata,Spruce ex Benth.,flowering plants,Accepted,Rubiaceae,Spruce ex Benth.,-10.605278,-46.285,2007-09-21,GBIF,UFG,UFG,UFG,UFG,3801,1
NA,Malvaceae,Dombeya Cav.,Malvaceae,Dombeya,Cav.,flowering plants,Accepted,Malvaceae,Cav.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Miconia pepericarpa,Melastomataceae,Miconia pepericarpa DC.,Melastomataceae,Miconia pepericarpa,DC.,flowering plants,Accepted,Melastomataceae,DC.,-22.1421,-47.49439,2008-09-05,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
NA,Poaceae,Olyra L.,Poaceae,Olyra,L.,flowering plants,Accepted,Poaceae,L.,-9.683889,-52.613611,2011-03-04,GBIF,UNEMAT,UNEMAT,UNEMAT,HERBAM,1849,1
Aureliana wettsteiniana,Solanaceae,Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza,Solanaceae,Aureliana wettsteiniana,(Witasek) Hunz. & Barboza,flowering plants,Accepted,Solanaceae,(Witasek) Hunz. & Barboza,-26.73,-50.04,2015-03-20,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Coccoloba alnifolia,Polygonaceae,Coccoloba alnifolia Casar.,Polygonaceae,Coccoloba alnifolia,Casar.,flowering plants,Accepted,Polygonaceae,Casar.,-14.10333,-39.01444,1979-02-06,NY,NY,NY,NY,Herbarium,104,1
NA,lamiaceae,1,Lamiaceae,Lamiaceae,Martinov,flowering plants,Accepted,Lamiaceae,Martinov,-21.7,-48.0167,1993-04-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Inga capitata,Leguminosae-Mim.,Inga capitata,Fabaceae,Inga capitata,Desv.,flowering plants,Accepted,Fabaceae,Desv.,-7.583333,-35.5,1999-01-29,SpeciesLink,UFRPE,UFRPE,UFRPE,PEUFR,1305,1
NA,Solanaceae,Cestrum,Solanaceae,Cestrum,L.,flowering plants,Accepted,Solanaceae,L.,-22.45,-43,2006-07-13,SpeciesLink,ESALQ,ESALQ,ESALQ,ESA,479,1
Marsdenia altissima,Apocynaceae,Marsdenia altissima,Apocynaceae,Marsdenia altissima,(Jacq.) Dugand,flowering plants,Accepted,Apocynaceae,(Jacq.) Dugand,-8.182778,-37.765833,2010-08-17,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Macrocnemum roseum,Rubiaceae,Macrocnemum roseum (Ruiz & Pav.) Wedd.,Rubiaceae,Macrocnemum roseum,(Ruiz & Pav.) Wedd.,flowering plants,Accepted,Rubiaceae,(Ruiz & Pav.) Wedd.,-8.36666,-71.73333,1998-09-19,MO,MO,MO,MO,NA,280,1
Psychotria carthagenensis,Rubiaceae,Psychotria carthagenensis Jacq.,Rubiaceae,Psychotria carthagenensis,Jacq.,flowering plants,Accepted,Rubiaceae,Jacq.,NA,NA,2012-08-16,GBIF,UnB,UnB,UnB,UB,3120,1
Myrsine guianensis,Primulaceae,Rapanea guianensis Aubl.,Primulaceae,Rapanea guianensis,Aubl.,flowering plants,Accepted,Primulaceae,(Aubl.) Kuntze,-19.454361,-43.969944,2006-01-01,GBIF,USP,USP,USP,SPFW,3527,1
Anadenanthera colubrina,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,Fabaceae,Anadenanthera colubrina var. cebil,(Griseb.) Altschul,flowering plants,Accepted,Fabaceae,(Griseb.) Altschul,-19.04392,-57.28848,2003-12-10,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Serjania paradoxa,Sapindaceae,Serjania paradoxa Radlk.,Sapindaceae,Serjania paradoxa,Radlk.,flowering plants,Accepted,Sapindaceae,Radlk.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,OCHNACEAE,Sauvagesia,Ochnaceae,Sauvagesia,L.,flowering plants,Accepted,Ochnaceae,L.,-19.9075,-40.553056,2001-12-04,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Ternstroemia carnosa,Pentaphylacaceae,Ternstroemia carnosa Cambess.,Pentaphylacaceae,Ternstroemia carnosa,Cambess.,flowering plants,Accepted,Pentaphylacaceae,Cambess.,-12.466667,-41.45,1995-03-03,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Casearia pitumba,Salicaceae,Casearia pitumba Sleumer,Salicaceae,Casearia pitumba,Sleumer,flowering plants,Accepted,Salicaceae,Sleumer,NA,NA,1982-10-28,GBIF,K,K,K,Herbarium,3716,1
Ouratea spectabilis,Ochnaceae,Ouratea spectabilis Engl.,Ochnaceae,Ouratea spectabilis,(Mart. ex Engl.) Engl.,flowering plants,Accepted,Ochnaceae,(Mart. ex Engl.) Engl.,-22.8219,-47.2669,2008-12-19,GBIF,IAC,IAC,IAC,IAC,3493,1
Polystachya concreta,Orchidaceae,Polystachya concreta (Jacq.) Garay & H.R.Sweet,Orchidaceae,Polystachya concreta,(Jacq.) Garay & H.R. Sweet,flowering plants,Accepted,Orchidaceae,(Jacq.) Garay & H.R. Sweet,NA,NA,2003-02-09,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Myrsine coriacea,Myrsinaceae,Rapanea ferruginea,Primulaceae,Rapanea ferruginea,(Ruiz & Pav.) Mez,flowering plants,Accepted,Primulaceae,NA,-25.0147,-47.9267,1985-07-09,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
NA,Marantaceae,Monotagma K.Schum.,Marantaceae,Monotagma,K. Schum.,flowering plants,Accepted,Marantaceae,K. Schum.,-5.7,-67.7,2000-06-05,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Campyloneurum centrobrasilianum,Polypodiaceae,Campyloneurum centrobrasilianum Lellinger,Polypodiaceae,Campyloneurum centrobrasilianum,Lellinger,ferns and allies,Accepted,Polypodiaceae,Lellinger,-20,-41,2010-06-26,GBIF,UFV,UFV,UFV,VIC,1882,1
Hypenia calycina,Lamiaceae,Hyptis calycina Pohl,Lamiaceae,Hyptis calycina,Pohl ex Benth.,flowering plants,Accepted,Lamiaceae,(Pohl ex Benth.) Harley,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,Malvaceae,Malvaceae,Malvaceae,Malvaceae,Juss.,flowering plants,Accepted,Malvaceae,Juss.,-18.573889,-43.478333,2002-02-27,SpeciesLink,ESALQ,ESALQ,ESALQ,ESA,479,1
Bignonia binata,Bignoniaceae,Clytostoma binatum (Thunb.) Sandwith,Bignoniaceae,Clytostoma binatum,(Thunb.) Sandwith,flowering plants,Accepted,Bignoniaceae,Thunb.,-2.55,-50.63333,1965-09-17,GBIF,MNHN,MNHN,MNHN,P,3541,1
Parodia ottonis,Cactaceae,Parodia ottonis (Lehm.) N.P.Taylor,Cactaceae,Parodia ottonis,(Lehm.) N.P. Taylor,flowering plants,Accepted,Cactaceae,(Lehm.) N.P. Taylor,NA,NA,2006-11-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Dorstenia arifolia,MORACEAE,Dorstenia arifolia Lam.,Moraceae,Dorstenia arifolia,Lam.,flowering plants,Accepted,Moraceae,Lam.,-22.4588889,-43.095,2006-07-14,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
NA,Rubiaceae,Amaioua,Rubiaceae,Amaioua,Aubl.,flowering plants,Accepted,Rubiaceae,Aubl.,-10.25,-63.333333,1979-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Merianthera sipolisii,Melastomataceae,Merianthera sipolisii (Glaz. & Cogn.) Wurdack,Melastomataceae,Merianthera sipolisii,(Glaz. & Cogn.) Wurdack,flowering plants,Accepted,Melastomataceae,(Glaz. & Cogn.) Wurdack,-18.182781,-43.618881,2001-10-14,GBIF,CAS,CAS,CAS,BOT-BC,3332,1
Ctenitis falciculata,Dryopteridaceae,Ctenitis falciculata (Raddi) Ching,Dryopteridaceae,Ctenitis falciculata,(Raddi) Ching,ferns and allies,Accepted,Dryopteridaceae,(Raddi) Ching,-28.443611,-49.498611,2010-01-30,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Licania membranacea,Chrysobalanaceae,Chrysobalanaceae Licania membranacea,Chrysobalanaceae,Licania membranacea,Sagot ex Laness.,flowering plants,Accepted,Chrysobalanaceae,Sagot ex Laness.,-1.75391,-51.52048,2006-11-17,TEAM,Caxiuanã,Fernanda Santos,NA,NA,36,1
NA,Hypericaceae,Vismia Vand.,Hypericaceae,Vismia,Vand.,flowering plants,Accepted,Hypericaceae,Vand.,-8.029,-35.04145,1996-02-09,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Myrcia splendens,Myrtaceae,Myrcia splendens DC.,Myrtaceae,Myrcia splendens,(Sw.) DC.,flowering plants,Accepted,Myrtaceae,(Sw.) DC.,-11.566667,-41.186389,2002-04-04,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Anthurium comtum,Araceae,Anthurium comtum Schott,Araceae,Anthurium comtum,Schott,flowering plants,Accepted,Araceae,Schott,-21.536111,-43.514722,2009-10-28,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
NA,Fabaceae,Inga Mill.,Fabaceae,Inga,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-14.217556,-40.161917,2014-03-26,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
NA,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-19.2227,-43.50089,2013-11-17,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Senna pilifera,Fabaceae,Senna pilifera (Vogel) H.S.Irwin & Barneby,Fabaceae,Senna pilifera,(Vogel) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Vogel) H.S. Irwin & Barneby,-22.033333,-47.5,1995-01-10,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Niedenzuella sericea,Malpighiaceae,Niedenzuella sericea (A.Juss.) W.R.Anderson,Malpighiaceae,Niedenzuella sericea,(A. Juss.) W.R. Anderson,flowering plants,Accepted,Malpighiaceae,(A. Juss.) W.R. Anderson,-12.833333,-39.083333,1956-06-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Elaphoglossum glabellum,Dryopteridaceae,Elaphoglossum glabellum J.Sm.,Dryopteridaceae,Elaphoglossum glabellum,J. Sm.,ferns and allies,Accepted,Dryopteridaceae,J. Sm.,-9.733333,-65.183333,1987-05-04,GBIF,Faculdade São Lucas (FSL),Faculdade São Lucas (FSL),Faculdade São Lucas (FSL),HFSL,2979,1
Orthomene schomburgkii,Menispermaceae,Orthomene schomburgkii (Miers) Barneby & Krukoff,Menispermaceae,Orthomene schomburgkii,(Miers) Barneby & Krukoff,flowering plants,Accepted,Menispermaceae,(Miers) Barneby & Krukoff,-9.704722,-65.088611,2012-02-15,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Trichilia pleeana,Meliaceae,Trichilia pleeana C.DC.,Meliaceae,Trichilia pleeana,(A. Juss.) C. DC.,flowering plants,Accepted,Meliaceae,(A. Juss.) C. DC.,-7.41667,-73.63333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Evolvulus filipes,Convolvulaceae,Evolvulus filipes Mart.,Convolvulaceae,Evolvulus filipes,Mart.,flowering plants,Accepted,Convolvulaceae,Mart.,-11.916111,-41.120556,2017-10-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Cyperus simplex,Cyperaceae,Cyperus simplex Kunth,Cyperaceae,Cyperus simplex,Kunth,flowering plants,Accepted,Cyperaceae,Kunth,NA,NA,1979-10-30,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Vochysia elliptica,Vochysiaceae,Vochysia elliptica var. elliptica,Vochysiaceae,Vochysia elliptica var. elliptica,NA,flowering plants,Accepted,Vochysiaceae,NA,-15.597778,-47.95,1978-06-21,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Anemia phyllitidis,Anemiaceae,Anemia phyllitidis (L.) Sw.,Anemiaceae,Anemia phyllitidis,(L.) Sw.,ferns and allies,Accepted,Anemiaceae,(L.) Sw.,-27.8,-51.783333,2009-10-11,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Solanum subinerme,Solanaceae,Solanum subinerme Jacq.,Solanaceae,Solanum subinerme,Jacq.,flowering plants,Accepted,Solanaceae,Jacq.,-10.75,-47.966667,1998-12-14,GBIF,UnB,UnB,UnB,UB,3120,1
Sebastiania schottiana,Euphorbiaceae,Sebastiania schottiana (Müll. Arg.) Müll. Arg. var. angustifolia (Müll. Arg.) Pax & K. Hoffm.,Euphorbiaceae,Sebastiania schottiana var. angustifolia,(Müll. Arg.) Pax & K. Hoffm.,flowering plants,Accepted,Euphorbiaceae,(Müll. Arg.) Müll. Arg.,-27.167,-53.733,1964-11-11,NY,NY,NY,NY,Herbarium,104,1
Heteropterys trichanthera,Malpighiaceae,Heteropterys trichanthera A.Juss.,Malpighiaceae,Heteropterys trichanthera,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-10.491944,-41.343056,1997-03-08,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Sloanea guianensis,Elaeocarpaceae,Sloanea guianensis (Aubl.) Benth.,Elaeocarpaceae,Sloanea guianensis,(Aubl.) Benth.,flowering plants,Accepted,Elaeocarpaceae,(Aubl.) Benth.,-10.11666,-69.21666,1993-10-21,MO,MO,MO,MO,NA,280,1
NA,Malpighiaceae,Lophanthera A.Juss.,Malpighiaceae,Lophanthera,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-9.258056,-64.386667,2010-10-21,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Senegalia martiusiana,Mimosaceae,Acacia martiusiana (Steud.) Burkart,Fabaceae,Acacia martiusiana,(Steud.) Burkart,flowering plants,Accepted,Fabaceae,(Steud.) Seigler & Ebinger,-16.583,-42.883,1999-03-11,NY,NY,NY,NY,Herbarium,104,1
Coccoloba alnifolia,Polygonaceae,Coccoloba alnifolia Casar.,Polygonaceae,Coccoloba alnifolia,Casar.,flowering plants,Accepted,Polygonaceae,Casar.,-7.115,-34.863056,1900-01-01,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Croton radlkoferi,Euphorbiaceae,Croton radlkoferi Pax & K.Hoffm.,Euphorbiaceae,Croton radlkoferi,Pax & K. Hoffm.,flowering plants,Accepted,Euphorbiaceae,Pax & K. Hoffm.,-13.583333,-41.816667,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Croton adamantinus,Euphorbiaceae,Croton adamantinus Müll.Arg.,Euphorbiaceae,Croton adamantinus,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,Müll. Arg.,-10.680278,-43.366389,2009-11-06,GBIF,IMA,IMA,IMA,MAC,2458,1
Senna multijuga,Fabaceae,Senna multijuga (Rich.) H.S.Irwin & Barneby,Fabaceae,Senna multijuga,(Rich.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Rich.) H.S. Irwin & Barneby,-13.666667,-39.016667,2010-02-20,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Pleopeltis macrocarpa,Polypodiaceae,Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.,Polypodiaceae,Pleopeltis macrocarpa,(Bory ex Willd.) Kaulf.,ferns and allies,Accepted,Polypodiaceae,(Bory ex Willd.) Kaulf.,-28.510833,-50,2011-04-06,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Symplocos variabilis,symplocaceae,symplocos variabilis,Symplocaceae,Symplocos variabilis,Mart. ex Miq.,flowering plants,Accepted,Symplocaceae,Mart. ex Miq.,-24.07,-47.9653,1988-08-08,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Anadenanthera colubrina,leguminosae,anadenanthera colubrina,Fabaceae,Anadenanthera colubrina,(Vell.) Brenan,flowering plants,Accepted,Fabaceae,(Vell.) Brenan,-23.6082,-46.8434,1984-02-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
NA,Rubiaceae,Rubiaceae,Rubiaceae,Rubiaceae,Juss.,flowering plants,Accepted,Rubiaceae,Juss.,-13.8875,-40.751556,2011-12-06,GBIF,UESB,UESB,UESB,HUESB,1632,1
Miconia ferruginata,Melastomataceae,Miconia ferruginata DC.,Melastomataceae,Miconia ferruginata,DC.,flowering plants,Accepted,Melastomataceae,DC.,-13.316667,-41.85,2003-06-01,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Vismia guianensis,Hypericaceae,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Vismia guianensis,(Aubl.) Choisy,flowering plants,No opinion,Hypericaceae,(Aubl.) Choisy,-12.883333,-41.216667,1987-10-10,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mimosa lewisii,Fabaceae,Mimosa lewisii Barneby,Fabaceae,Mimosa lewisii,Barneby,flowering plants,Accepted,Fabaceae,Barneby,-9.333333,-38.483333,1983-07-08,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mimosa tenuiflora,Mimosaceae,Mimosa tenuiflora (Willd.) Poir.,Fabaceae,Mimosa tenuiflora,(Willd.) Poir.,flowering plants,Accepted,Fabaceae,(Willd.) Poir.,-8.54083,-37.69028,1995-06-05,NY,NY,NY,NY,Herbarium,104,1
Cupania zanthoxyloides,Sapindaceae,Cupania zanthoxyloides Radlk.,Sapindaceae,Cupania zanthoxyloides,Cambess.,flowering plants,Accepted,Sapindaceae,Cambess.,-22.55,-42.5,1989-08-17,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Ficus pulchella,Moraceae,Ficus pulchella Schott,Moraceae,Ficus pulchella,Schott ex Spreng.,flowering plants,Accepted,Moraceae,Schott ex Spreng.,-12.933333,-39.516667,2011-02-05,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Mimosa somnians,Fabaceae,Mimosa somnians Humb. & Bonpl. ex Willd.,Fabaceae,Mimosa somnians,Humb. & Bonpl. ex Willd.,flowering plants,Accepted,Fabaceae,Humb. & Bonpl. ex Willd.,-14.521667,-46.217778,2003-02-20,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Stachytarpheta villosa,Verbenaceae,Stachytarpheta schaueri,Verbenaceae,Stachytarpheta schaueri,Moldenke,flowering plants,Accepted,Verbenaceae,(Pohl) Cham.,-15.5372,-47.3344,NA,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Hyptis marrubioides,Lamiaceae,Hyptis marrubioides Epling,Lamiaceae,Hyptis marrubioides,Epling,flowering plants,Accepted,Lamiaceae,Epling,-15.799444,-48.827778,2006-03-18,GBIF,UFG,UFG,UFG,UFG,3801,1
Miconia holosericea,Melastomataceae,Miconia holosericea (L.) DC.,Melastomataceae,Miconia holosericea,(L.) DC.,flowering plants,Accepted,Melastomataceae,(L.) DC.,-12.035556,-37.703889,2011-01-27,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Schlotheimia tecta,Orthotrichaceae,Schlotheimia tecta Hook. f. & Wilson,Orthotrichaceae,Schlotheimia tecta,Hook. f. & Wilson,bryophytes,Accepted,Orthotrichaceae,Hook. f. & Wilson,-22.45,-44.9,1994-10-20,MO,SP,SP,SP,NA,280,1
NA,AMARANTHACEAE,AMARANTHACEAE,Amaranthaceae,Amaranthaceae,Juss.,flowering plants,Accepted,Amaranthaceae,Juss.,-23.6630556,-46.7725,1992-08-12,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Antonia ovata,Loganiaceae,Antonia ovata Pohl,Loganiaceae,Antonia ovata,Pohl,flowering plants,Accepted,Loganiaceae,Pohl,-11.090555,-46.866667,2009-07-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Endlicheria paniculata,Lauraceae,Endlicheria paniculata (Spreng.) J. F. Macbr.,Lauraceae,Endlicheria paniculata,(Spreng.) J.F. Macbr.,flowering plants,Accepted,Lauraceae,(Spreng.) J.F. Macbr.,-15.53722,-47.33417,1961-10-20,NY,NY,NY,NY,Herbarium,104,1
NA,Polygalaceae,Diclidanthera Mart.,Polygalaceae,Diclidanthera,Mart.,flowering plants,Accepted,Polygalaceae,Mart.,-19.897778,-40.814722,2000-01-06,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Tetrapterys crispa,Malpighiaceae,Tetrapterys crispa A.Juss.,Malpighiaceae,Tetrapterys crispa,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-0.95,-49.8,1987-11-04,GBIF,IEPA,IEPA,IEPA,HAMAB,1758,1
Cyrtopodium intermedium,Orchidaceae,Cyrtopodium intermedium,Orchidaceae,Cyrtopodium intermedium,Brade,flowering plants,Accepted,Orchidaceae,Brade,NA,NA,1995-04-04,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
Marlierea obscura,Myrtaceae,Marlierea obscura Berg,Myrtaceae,Marlierea obscura,O. Berg,flowering plants,Accepted,Myrtaceae,O. Berg,-22.5,-42.25,1993-02-03,GBIF,IAP,IAP,IAP,PACA-AGP,1722,1
NA,Poaceae,Raddia,Poaceae,Raddia,Bertol.,flowering plants,Accepted,Poaceae,Bertol.,-15.515,-40.814167,2001-08-17,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Bauhinia longifolia,Fabaceae,Bauhinia longifolia (Bong.) Steud.,Fabaceae,Bauhinia longifolia,(Bong.) Steud.,flowering plants,Accepted,Fabaceae,(Bong.) Steud.,-14.733333,-52.333333,1968-06-01,GBIF,UnB,UnB,UnB,UB,3120,1
